code,duration,firstVol,firstVolDivLTGB,firstVolDivVol,highestVol,highestVolDivLTGB,highestVolDivVol,name,openTime,reason,time,times,updatedTime
000011.SZ,15000,348700,0.001982797641154295,0.08069609231429312,348700,0.001982797641154295,0.08069609231429312,深物业A,2018-07-27 13:45:16,深圳国企改革,2018-07-27 13:45:01,1,2018-07-27 13:45:16
000011.SZ,30001,6834375,0.03886200925943185,1.2300722668300434,6834375,0.03886200925943185,1.2300722668300434,深物业A,2018-07-27 13:47:31,深圳国企改革,2018-07-27 13:47:01,1,2018-07-27 13:47:31
000011.SZ,1065005,1659500,0.009436342659866799,0.260430561789289,6778100,0.03854201517495821,1.0398027809481731,深物业A,2018-07-27 14:05:31,深圳国企改革,2018-07-27 13:47:46,1,2018-07-27 14:05:31
000011.SZ,45000,116000,0.0006596057538683631,0.012688900537396816,140500,0.0007989190380905605,0.015279299061883663,深物业A,2018-07-27 14:06:31,深圳国企改革,2018-07-27 14:05:46,1,2018-07-27 14:06:31
000011.SZ,15000,27700,0.00015750930501856603,0.00290208916894224,27700,0.00015750930501856603,0.00290208916894224,深物业A,2018-07-27 14:07:31,深圳国企改革,2018-07-27 14:07:16,1,2018-07-27 14:07:31
000011.SZ,165002,7400,4.2078298091602474e-05,0.0007230694729058051,233100,0.001325466389885478,0.0225901687895546,深物业A,2018-07-27 14:13:01,深圳国企改革,2018-07-27 14:10:16,1,2018-07-27 14:13:01
000011.SZ,15000,5500,3.12744107437586e-05,0.0005199784710004698,5500,3.12744107437586e-05,0.0005199784710004698,深物业A,2018-07-27 14:14:16,深圳国企改革,2018-07-27 14:14:01,1,2018-07-27 14:14:16
000011.SZ,2728888,26800,0.00015239167416958736,0.002525690180182549,1165100,0.006625057446827844,0.10394176691725635,深物业A,,深圳国企改革,2018-07-27 14:14:31,1,2018-07-27 15:00:00
000017.SZ,405187,12449800,0.041091126141954766,10.244219534271373,12449800,0.041091126141954766,10.244219534271373,深中华A,2018-07-27 09:36:45,低价超跌,2018-07-27 09:30:00,3,2018-07-27 09:36:45
000017.SZ,30000,1672006,0.0055185311776980535,0.1713490636401666,1672006,0.0055185311776980535,0.1713490636401666,深中华A,2018-07-27 09:37:30,低价超跌,2018-07-27 09:37:00,3,2018-07-27 09:37:30
